unit,tra_meas,tra_cov,schedule,geography,date,value
PAS,PAS_CRD,TOTAL,TOT,UK,2019,277432380.0
PAS,PAS_CRD,TOTAL,TOT,AT,2020,9168431.0
PAS,PAS_CRD,TOTAL,TOT,BE,2020,9465828.0
PAS,PAS_CRD,TOTAL,TOT,BG,2020,3729017.0
PAS,PAS_CRD,TOTAL,TOT,CH,2020,15999659.0
PAS,PAS_CRD,TOTAL,TOT,CY,2020,2270577.0
PAS,PAS_CRD,TOTAL,TOT,CZ,2020,3821372.0
PAS,PAS_CRD,TOTAL,TOT,DE,2020,57795978.0
PAS,PAS_CRD,TOTAL,TOT,DK,2020,8656986.0
PAS,PAS_CRD,TOTAL,TOT,EE,2020,857803.0
PAS,PAS_CRD,TOTAL,TOT,EL,2020,17341179.0
PAS,PAS_CRD,TOTAL,TOT,ES,2020,57593408.0
PAS,PAS_CRD,TOTAL,TOT,EU27_2007,2020,
PAS,PAS_CRD,TOTAL,TOT,EU27_2020,2020,
PAS,PAS_CRD,TOTAL,TOT,EU28,2020,
PAS,PAS_CRD,TOTAL,TOT,FI,2020,5428622.0
PAS,PAS_CRD,TOTAL,TOT,FR,2020,50770772.0
PAS,PAS_CRD,TOTAL,TOT,HR,2020,1919100.0
PAS,PAS_CRD,TOTAL,TOT,HU,2020,3962687.0
PAS,PAS_CRD,TOTAL,TOT,IE,2020,8091468.0
PAS,PAS_CRD,TOTAL,TOT,IS,2020,1527469.0
PAS,PAS_CRD,TOTAL,TOT,IT,2020,34962140.0
PAS,PAS_CRD,TOTAL,TOT,LT,2020,1804500.0
PAS,PAS_CRD,TOTAL,TOT,LU,2020,1426310.0
PAS,PAS_CRD,TOTAL,TOT,LV,2020,1995133.0
PAS,PAS_CRD,TOTAL,TOT,ME,2020,521959.0
PAS,PAS_CRD,TOTAL,TOT,MK,2020,709241.0
PAS,PAS_CRD,TOTAL,TOT,MT,2020,1752445.0
PAS,PAS_CRD,TOTAL,TOT,NL,2020,23594783.0
PAS,PAS_CRD,TOTAL,TOT,NO,2020,13216883.0
PAS,PAS_CRD,TOTAL,TOT,PL,2020,
PAS,PAS_CRD,TOTAL,TOT,PT,2020,16548993.0
PAS,PAS_CRD,TOTAL,TOT,RO,2020,6650110.0
PAS,PAS_CRD,TOTAL,TOT,RS,2020,1938466.0
PAS,PAS_CRD,TOTAL,TOT,SE,2020,9330590.0
PAS,PAS_CRD,TOTAL,TOT,SI,2020,287787.0
PAS,PAS_CRD,TOTAL,TOT,SK,2020,500604.0
PAS,PAS_CRD,TOTAL,TOT,UK,2020,
